,userID,friendID
480,46,537
481,46,561
482,46,569
483,46,593
484,46,609
485,46,684
486,46,690
487,46,702
488,46,717
489,46,732
490,46,757
491,46,814
492,46,815
493,46,830
494,46,862
495,46,864
496,46,875
497,46,882
498,46,911
499,46,930
500,46,1023
501,46,1053
502,46,1080
503,46,1135
504,46,1145
505,46,1253
506,46,1278
507,46,1304
508,46,1356
509,46,1365
510,46,1369
511,46,1413
512,46,1447
513,46,1453
514,46,1478
515,46,1568
516,46,1600
517,46,1628
518,46,1636
519,46,1674
520,46,1687
521,46,1742
522,46,1810
523,46,1821
524,46,1880
525,46,1895
526,46,1954
527,46,1973
528,46,2004
529,46,2018
530,46,2037
531,46,2054
532,47,46
533,47,58
534,47,132
535,47,248
536,47,298
537,47,390
538,47,400
539,47,437
540,47,470
541,47,758
542,47,831
543,47,984
544,47,1102
545,47,1145
546,47,1445
547,47,1453
548,47,1469
549,47,1471
550,47,1568
551,47,1603
552,47,1636
553,47,1687
554,47,2018
555,48,58
556,48,214
557,48,271
558,48,413
559,48,499
560,48,518
561,48,558
562,48,730
563,48,732
564,48,963
565,48,1014
566,48,1023
567,48,1033
568,48,1247
569,48,1343
570,48,1478
571,48,1560
572,48,1568
573,48,1616
574,48,1648
575,48,1856
576,48,1859
577,48,1979
578,49,45
579,49,87
580,49,133
581,49,179
582,49,190
583,49,253
584,49,311
585,49,329
586,49,413
587,49,538
588,49,561
589,49,569
590,49,572
591,49,691
592,49,723
593,49,847
594,49,884
595,49,1002
596,49,1007
597,49,1071
598,49,1102
599,49,1113
600,49,1249
601,49,1253
602,49,1332
603,49,1337
604,49,1356
605,49,1433
606,49,1434
607,49,1466
608,49,1509
609,49,1543
610,49,1563
611,49,1600
612,49,1632
613,49,1753
614,49,1803
615,49,1880
616,49,1961
617,49,1983
618,49,2071
619,50,125
620,50,195
621,50,298
622,50,712
623,50,794
624,50,831
625,50,1258
626,50,1503
627,51,59
628,51,107
629,51,127
630,51,157
631,51,202
632,51,208
633,51,340
634,51,395
635,51,491
636,51,499
637,51,534
638,51,548
639,51,677
640,51,709
641,51,731
642,51,752
643,51,859
644,51,864
645,51,971
646,51,1020
647,51,1214
648,51,1258
649,51,1281
650,51,1287
651,51,1380
652,51,1527
653,51,1530
654,51,1553
655,51,1586
656,51,1671
657,51,1818
658,51,1964
659,51,1968
660,51,1978
661,51,2008
662,52,153
663,52,1741
664,53,120
665,53,231
666,53,310
667,53,390
668,53,405
669,53,704
670,53,859
671,53,1356
672,53,1476
673,53,1503
674,53,1917
675,54,333
676,54,545
677,54,873
678,54,1308
679,54,1666
680,54,2031
681,55,1382
682,56,254
683,56,478
684,56,668
685,56,1067
686,56,1138
687,56,1488
688,56,1530
689,56,1597
690,57,101
691,57,129
692,57,132
693,57,146
694,57,198
695,57,202
696,57,226
697,57,233
698,57,247
699,57,351
700,57,385
701,57,532
702,57,797
703,57,844
704,57,941
705,57,946
706,57,952
707,57,986
708,57,1054
709,57,1346
710,57,1351
711,57,1521
712,57,1528
713,57,1730
714,57,1780
715,57,2020
716,57,2054
717,58,47
718,58,48
719,58,59
720,58,120
721,58,133
722,58,179
723,58,203
724,58,231
725,58,258
726,58,310
727,58,338
728,58,385
729,58,399
730,58,400
731,58,415
732,58,425
733,58,437
734,58,514
735,58,527
736,58,534
737,58,536
738,58,538
739,58,571
740,58,593
741,58,620
742,58,634
743,58,636
744,58,646
745,58,680
746,58,703
747,58,730
748,58,795
749,58,816
750,58,878
751,58,884
752,58,911
753,58,941
754,58,963
755,58,1017
756,58,1023
757,58,1053
758,58,1056
759,58,1080
760,58,1113
761,58,1128
762,58,1145
763,58,1150
764,58,1189
765,58,1247
766,58,1294
767,58,1300
768,58,1343
769,58,1348
770,58,1356
771,58,1365
772,58,1385
773,58,1447
774,58,1453
775,58,1457
776,58,1525
777,58,1560
778,58,1616
779,58,1628
780,58,1648
781,58,1666
782,58,1813
783,58,1851
784,58,1869
785,58,1954
786,58,1965
787,58,1979
788,58,2000
789,58,2004
790,58,2018
791,58,2037
792,58,2059
793,58,2072
794,59,22
795,59,37
796,59,51
797,59,58
798,59,193
799,59,265
800,59,371
801,59,388
802,59,424
803,59,433
804,59,439
805,59,454
806,59,455
807,59,481
808,59,499
809,59,520
810,59,621
811,59,655
812,59,691
813,59,759
814,59,831
815,59,899
816,59,969
817,59,979
818,59,999
819,59,1062
820,59,1125
821,59,1164
822,59,1213
823,59,1236
824,59,1281
825,59,1310
826,59,1343
827,59,1358
828,59,1362
829,59,1503
830,59,1543
831,59,1603
832,59,1625
833,59,1635
834,59,1737
835,59,1956
836,59,2000
837,59,2006
838,59,2016
839,59,2025
840,59,2036
841,60,78
842,60,1087
843,60,2051
844,61,1006
845,61,1533
846,62,31
847,62,210
848,62,266
849,62,442
850,62,575
851,62,665
852,62,831
853,62,1062
854,62,1164
855,62,1165
856,62,1213
857,62,1230
858,62,1514
859,62,1662
860,62,1728
861,62,1835
862,62,2036
863,62,2080
864,63,85
865,63,114
866,63,676
867,63,738
868,63,753
869,63,865
870,63,890
871,63,950
872,63,986
873,63,1174
874,63,1206
875,63,1258
876,63,1275
877,63,1396
878,63,1978
879,63,2077
880,64,405
881,64,407
882,64,636
883,64,1210
884,64,1625
885,64,1641
886,64,1761
887,64,1907
888,65,118
889,65,1107
890,65,1312
891,65,1613
892,65,1734
893,66,359
894,66,430
895,66,452
896,66,683
897,66,699
898,66,1029
899,66,1210
900,66,1258
901,66,1454
902,68,136
903,68,242
904,68,339
905,68,361
906,68,1132
907,68,1179
908,69,168
909,69,619
910,69,1194
911,69,1404
912,70,670
913,70,789
914,70,895
915,70,1005
916,70,1025
917,70,1574
918,71,212
919,71,891
920,71,1324
921,71,1543
922,72,1017
923,72,1247
924,72,1278
925,72,1869
926,73,761
927,73,850
928,73,1010
929,73,1038
930,73,1209
931,73,1210
932,73,1883
933,73,2061
934,74,533
935,74,1299
936,74,1852
937,74,2085
938,75,302
939,75,315
940,75,383
941,75,470
942,75,674
943,75,1304
944,75,1603
945,75,1646
946,75,1664
947,75,1742
948,75,1856
949,76,527
950,76,726
951,76,1706
952,76,1956
953,77,594
954,77,655
955,77,986
956,77,1724
957,78,3
958,78,39
959,78,40
960,78,60
961,78,91
962,78,105
963,78,106
964,78,112
965,78,135
966,78,153
967,78,155
968,78,190
969,78,255
970,78,257
971,78,262
972,78,360
973,78,438
974,78,444
975,78,447
976,78,454
977,78,468
978,78,506
979,78,512
980,78,519
981,78,548
982,78,550
983,78,552
984,78,657
985,78,666
986,78,695
987,78,718
988,78,729
989,78,802
990,78,805
991,78,823
992,78,837
993,78,874
994,78,908
995,78,909
996,78,914
997,78,926
998,78,928
999,78,935
1000,78,936
1001,78,951
1002,78,1024
1003,78,1026
1004,78,1098
1005,78,1101
1006,78,1149
1007,78,1181
1008,78,1211
1009,78,1273
1010,78,1284
1011,78,1315
1012,78,1357
1013,78,1393
1014,78,1403
1015,78,1557
1016,78,1575
1017,78,1601
1018,78,1604
1019,78,1619
1020,78,1621
1021,78,1719
1022,78,1722
1023,78,1732
1024,78,1740
1025,78,1774
1026,78,1801
1027,78,1827
1028,78,1841
1029,78,1883
1030,78,1890
1031,78,1892
1032,78,1995
1033,78,2003
1034,78,2006
1035,78,2028
1036,78,2046
1037,78,2066
1038,79,120
1039,79,133
1040,79,144
1041,79,214
1042,79,232
1043,79,258
1044,79,260
1045,79,302
1046,79,310
1047,79,339
1048,79,390
1049,79,400
1050,79,414
1051,79,421
1052,79,437
1053,79,479
1054,79,481
1055,79,486
1056,79,499
1057,79,514
1058,79,534
1059,79,536
1060,79,593
1061,79,723
1062,79,730
1063,79,749
1064,79,759
1065,79,847
1066,79,858
1067,79,941
1068,79,1001
1069,79,1022
1070,79,1113
1071,79,1248
1072,79,1294
1073,79,1343
1074,79,1346
1075,79,1503
1076,79,1515
1077,79,1741
1078,79,1769
1079,79,1856
1080,79,1954
1081,79,2018
1082,79,2059
1083,79,2087
1084,80,22
1085,80,170
1086,80,192
1087,80,225
1088,80,261
1089,80,349
1090,80,582
1091,80,931
1092,80,1296
1093,80,1479
1094,80,1501
1095,80,1599
1096,80,1877
1097,81,921
1098,81,1507
1099,82,1527
1100,83,1342
1101,83,1386
1102,83,1459
1103,84,41
1104,84,202
1105,84,890
1106,84,1064
1107,85,63
1108,85,157
1109,85,225
1110,85,433
1111,85,696
1112,85,828
1113,85,912
1114,85,1258
1115,85,1281
1116,85,1380
1117,85,1488
1118,85,1627
1119,85,1935
1120,86,1418
1121,86,1679
1122,87,49
1123,87,315
1124,87,621
1125,87,691
1126,87,770
1127,87,1007
1128,87,1057
1129,87,1632
1130,87,2071
1131,88,1938
1132,89,152
1133,89,723
1134,90,595
1135,90,753
1136,90,1106
1137,90,1310
1138,90,1588
1139,90,2016
1140,90,2036
1141,91,78
1142,91,708
1143,91,802
1144,91,1258
1145,92,639
1146,94,1258
1147,94,1656
1148,94,1708
1149,94,1905
1150,95,527
1151,95,671
1152,95,701
1153,95,966
1154,95,1104
1155,95,1369
1156,96,128
1157,96,428
1158,96,761
1159,96,1210
1160,96,1670
1161,97,1741
1162,98,120
1163,98,198
1164,98,400
1165,98,413
1166,98,514
1167,98,593
1168,98,691
1169,98,701
1170,98,778
1171,98,781
1172,98,1253
1173,98,1649
1174,99,4
1175,99,31
1176,99,124
1177,99,191
1178,99,210
1179,99,211
1180,99,298
1181,99,304
1182,99,306
1183,99,371
1184,99,396
1185,99,446
1186,99,460
1187,99,499
1188,99,520
1189,99,566
1190,99,575
1191,99,577
1192,99,650
1193,99,665
1194,99,686
1195,99,762
1196,99,767
1197,99,859
1198,99,954
1199,99,1163
1200,99,1164
1201,99,1165
1202,99,1173
1203,99,1213
1204,99,1255
1205,99,1319
1206,99,1343
1207,99,1514
1208,99,1595
1209,99,1642
1210,99,1653
1211,99,1835
1212,99,2080
1213,100,1258
1214,101,57
1215,101,198
1216,101,202
1217,101,247
1218,101,532
1219,101,964
1220,101,986
1221,101,1088
1222,101,1161
1223,101,1267
1224,101,1388
1225,101,1519
1226,101,1743
1227,101,2027
1228,101,2070
1229,102,1199
1230,102,1939
1231,103,1163
1232,103,1496
1233,104,558
1234,104,667
1235,104,1281
1236,104,1568
1237,104,1632
1238,104,2042
1239,105,78
1240,105,128
1241,105,366
1242,105,1801
1243,106,78
1244,107,23
1245,107,41
1246,107,51
1247,107,108
1248,107,113
1249,107,235
1250,107,376
1251,107,396
1252,107,489
1253,107,516
1254,107,592
1255,107,616
1256,107,637
1257,107,685
1258,107,711
1259,107,828
1260,107,859
1261,107,1364
1262,107,1490
1263,107,1530
1264,107,1536
1265,107,1556
1266,107,1671
1267,107,1769
1268,108,107
1269,108,546
1270,108,580
1271,108,871
1272,108,925
1273,108,1249
1274,108,1543
1275,109,317
1276,109,402
1277,109,459
1278,109,696
1279,109,709
1280,109,912
1281,109,1174
1282,109,1258
1283,109,1310
1284,109,1488
1285,109,1702
1286,110,136
1287,110,229
1288,110,232
1289,110,271
1290,110,333
1291,110,380
1292,110,390
1293,110,571
1294,110,621
1295,110,638
1296,110,690
1297,110,713
1298,110,717
1299,110,778
1300,110,819
1301,110,831
1302,110,852
1303,110,873
1304,110,911
1305,110,1069
1306,110,1092
1307,110,1113
1308,110,1300
1309,110,1445
1310,110,1572
1311,110,1606
1312,110,1993
1313,110,2037
1314,110,2061
1315,111,206
1316,111,270
1317,111,345
1318,111,435
1319,111,603
1320,111,776
1321,111,855
1322,111,1503
1323,111,1677
1324,111,1759
1325,111,1862
1326,112,78
1327,112,611
1328,112,1089
1329,112,1827
1330,112,1841
1331,113,107
1332,113,212
1333,113,1130
1334,113,1397
1335,113,1401
1336,114,63
1337,114,157
1338,114,317
1339,114,696
1340,114,835
1341,114,877
1342,114,890
1343,114,1258
1344,114,1488
1345,114,1702
1346,114,1889
1347,115,642
1348,115,1032
1349,115,1144
1350,115,1274
1351,115,2048
1352,116,229
1353,116,411
1354,116,439
1355,116,924
1356,117,187
1357,117,452
1358,117,568
1359,117,596
1360,117,699
1361,117,761
1362,117,788
1363,117,1210
1364,117,1213
1365,117,1514
1366,117,2014
1367,118,65
1368,118,1293
1369,118,1935
1370,119,551
1371,119,903
1372,119,1397
1373,119,1488
1374,119,1543
1375,120,53
1376,120,58
1377,120,79
1378,120,98
1379,120,236
1380,120,327
1381,120,399
1382,120,514
1383,120,538
1384,120,553
1385,120,593
1386,120,634
1387,120,636
1388,120,646
1389,120,684
1390,120,690
1391,120,730
1392,120,749
1393,120,753
1394,120,778
1395,120,795
1396,120,797
1397,120,836
1398,120,852
1399,120,911
1400,120,1001
1401,120,1023
1402,120,1113
1403,120,1145
1404,120,1150
1405,120,1298
1406,120,1300
1407,120,1356
1408,120,1365
1409,120,1369
1410,120,1410
1411,120,1447
1412,120,1457
1413,120,1525
1414,120,1766
1415,120,1820
1416,120,1851
1417,120,1880
1418,120,1898
1419,120,2054
1420,121,46
1421,121,143
1422,121,233
1423,121,305
1424,121,362
1425,121,415
1426,121,646
1427,121,753
1428,121,814
1429,121,1023
1430,121,1055
1431,121,1058
1432,121,1145
1433,121,1248
1434,121,1277
1435,121,1380
1436,121,1559
1437,121,1562
1438,121,1568
1439,121,1706
1440,121,2018
1441,121,2038
1442,122,15
1443,122,37
1444,122,296
1445,122,454
1446,122,492
1447,122,508
1448,122,692
1449,122,876
1450,122,1116
1451,122,1167
1452,122,1221
1453,122,1249
1454,122,1275
1455,122,1281
1456,122,1660
1457,122,1723
1458,122,1789
1459,122,1824
1460,122,2048
1461,123,655
1462,124,4
1463,124,99
1464,124,210
1465,124,211
1466,124,216
1467,124,264
1468,124,274
1469,124,275
1470,124,396
1471,124,397
1472,124,499
1473,124,520
1474,124,665
1475,124,831
1476,124,859
1477,124,1225
1478,124,1230
1479,124,1282
1480,124,1343
1481,124,1626
1482,124,1642
1483,124,1835
1484,125,50
1485,125,298
1486,125,393
1487,125,471
1488,125,696
1489,125,730
1490,125,754
1491,125,794
1492,125,889
1493,125,1503
1494,125,1522
1495,125,1554
1496,125,1656
1497,125,1702
1498,125,1709
1499,125,1832
1500,125,1889
1501,126,851
1502,126,1102
1503,126,1132
1504,126,1590
1505,126,1804
1506,127,12
1507,127,51
1508,127,308
1509,127,317
1510,127,363
1511,127,432
1512,127,731
1513,127,999
1514,127,1107
1515,127,1126
1516,127,1196
1517,127,1258
1518,127,1281
1519,127,1339
1520,127,1368
1521,127,1488
1522,127,1543
1523,127,1664
1524,127,1670
1525,127,1887
1526,127,1906
1527,127,1986
1528,127,2000
1529,127,2042
1530,127,2088
1531,128,96
1532,128,105
1533,128,141
1534,128,217
1535,128,275
1536,128,430
1537,128,436
1538,128,487
1539,128,515
1540,128,567
1541,128,655
1542,128,683
1543,128,714
1544,128,761
1545,128,788
1546,128,874
1547,128,961
1548,128,1115
1549,128,1202
1550,128,1210
1551,128,1213
1552,128,1585
1553,128,1615
1554,128,1618
1555,128,1744
1556,128,1866
1557,128,1893
1558,128,1905
1559,128,1929
1560,128,1957
1561,128,1981
1562,129,11
1563,129,57
1564,129,130
1565,129,144
1566,129,162
1567,129,179
1568,129,232
1569,129,236
1570,129,248
1571,129,256
1572,129,271
1573,129,278
1574,129,310
1575,129,340
1576,129,385
1577,129,390
1578,129,421
1579,129,437
1580,129,451
1581,129,481
1582,129,498
1583,129,503
1584,129,527
1585,129,609
1586,129,612
1587,129,621
1588,129,636
1589,129,717
1590,129,730
1591,129,732
1592,129,779
1593,129,815
1594,129,816
1595,129,831
1596,129,911
1597,129,1017
1598,129,1027
1599,129,1046
1600,129,1065
1601,129,1069
1602,129,1092
1603,129,1102
1604,129,1132
1605,129,1145
1606,129,1146
1607,129,1150
1608,129,1184
1609,129,1300
1610,129,1301
1611,129,1310
1612,129,1334
1613,129,1356
1614,129,1419
1615,129,1445
1616,129,1453
1617,129,1478
1618,129,1491
1619,129,1503
1620,129,1555
1621,129,1600
1622,129,1646
1623,129,1653
1624,129,1659
1625,129,1762
1626,129,1766
1627,129,1771
1628,129,1773
1629,129,1782
1630,129,1820
1631,129,1821
1632,129,1895
1633,129,1963
1634,129,1993
1635,129,2037
1636,129,2061
1637,130,129
1638,130,146
1639,130,236
1640,130,242
1641,130,256
1642,130,271
1643,130,340
1644,130,385
1645,130,405
1646,130,498
1647,130,620
1648,130,675
1649,130,790
1650,130,830
1651,130,1069
1652,130,1072
1653,130,1132
1654,130,1300
1655,130,1301
1656,130,1555
1657,130,1766
1658,130,1895
1659,130,2061
1660,131,1204
1661,131,1697
1662,132,46
1663,132,47
1664,132,57
1665,132,146
1666,132,226
1667,132,302
1668,132,419
1669,132,569
1670,132,690
1671,132,770
1672,132,815
1673,132,816
1674,132,830
1675,132,1056
1676,132,1102
1677,132,1145
1678,132,1189
1679,132,1253
1680,132,1294
1681,132,1356
1682,132,1437
1683,132,1521
1684,132,1560
1685,132,1633
1686,132,1649
1687,132,1742
1688,132,1773
1689,132,1821
1690,132,1856
1691,132,2018
1692,132,2020
1693,132,2054
1694,133,12
1695,133,30
1696,133,49
1697,133,58
1698,133,79
1699,133,136
1700,133,146
1701,133,158
1702,133,162
1703,133,214
1704,133,227
1705,133,253
1706,133,311
1707,133,332
1708,133,335
1709,133,370
1710,133,399
1711,133,414
1712,133,425
1713,133,497
1714,133,514
1715,133,569
1716,133,572
1717,133,830
1718,133,884
1719,133,930
1720,133,941
1721,133,966
1722,133,1054
1723,133,1072
1724,133,1080
1725,133,1124
1726,133,1132
1727,133,1263
1728,133,1277
1729,133,1332
1730,133,1423
1731,133,1559
1732,133,1560
1733,133,1568
1734,133,1593
1735,133,1636
1736,133,1687
1737,133,1730
1738,133,1768
1739,133,1788
1740,133,1804
1741,133,1813
1742,133,1880
1743,133,2027
1744,133,2068
1745,134,146
1746,134,226
1747,134,271
1748,134,332
1749,134,390
1750,134,527
1751,134,531
1752,134,534
1753,134,882
1754,134,884
1755,134,1056
1756,134,1198
1757,134,1253
1758,134,1305
1759,134,1413
1760,134,1478
1761,134,1503
1762,134,1528
1763,134,2018
1764,135,40
1765,135,78
1766,135,325
1767,135,506
1768,135,1332
1769,135,1597
1770,135,1988
1771,135,2003
1772,136,11
1773,136,24
1774,136,30
1775,136,68
1776,136,110
1777,136,133
1778,136,145
1779,136,229
1780,136,253
1781,136,256
1782,136,271
1783,136,286
1784,136,311
1785,136,329
1786,136,361
1787,136,370
1788,136,390
1789,136,421
1790,136,490
1791,136,498
1792,136,545
1793,136,717
1794,136,723
1795,136,761
1796,136,808
1797,136,884
1798,136,905
1799,136,942
1800,136,1001
1801,136,1058
1802,136,1069
1803,136,1071
1804,136,1226
1805,136,1253
1806,136,1263
1807,136,1308
1808,136,1311
1809,136,1337
1810,136,1379
1811,136,1437
1812,136,1445
1813,136,1465
1814,136,1478
1815,136,1515
1816,136,1517
1817,136,1560
1818,136,1568
1819,136,1572
1820,136,1591
1821,136,1690
1822,136,2018
1823,136,2087
1824,137,1832
1825,137,1910
1826,137,2068
1827,139,161
1828,139,388
1829,139,930
1830,139,986
1831,139,1895
1832,139,1898
1833,139,1999
1834,140,605
1835,140,1210
1836,140,1480
1837,141,128
1838,141,714
1839,141,1210
1840,142,37
1841,142,40
1842,142,183
1843,142,264
1844,142,269
1845,142,275
1846,142,407
1847,142,428
1848,142,430
1849,142,453
1850,142,454
1851,142,480
1852,142,515
1853,142,540
1854,142,572
1855,142,596
1856,142,666
1857,142,683
1858,142,718
1859,142,799
1860,142,831
1861,142,1021
1862,142,1038
1863,142,1125
1864,142,1148
1865,142,1156
1866,142,1184
1867,142,1210
1868,142,1232
1869,142,1244
1870,142,1249
1871,142,1258
1872,142,1367
1873,142,1380
1874,142,1393
1875,142,1405
1876,142,1463
1877,142,1514
1878,142,1541
1879,142,1542
1880,142,1601
1881,142,1641
1882,142,1777
1883,142,1883
1884,142,1900
1885,142,1924
1886,142,1991
1887,142,2025
1888,142,2055
1889,143,15
1890,143,16
1891,143,43
1892,143,121
1893,143,144
1894,143,157
1895,143,201
1896,143,260
1897,143,283
1898,143,310
1899,143,317
1900,143,355
1901,143,363
1902,143,387
1903,143,390
1904,143,433
1905,143,442
1906,143,454
1907,143,457
1908,143,621
1909,143,636
1910,143,683
1911,143,692
1912,143,743
1913,143,753
1914,143,754
1915,143,816
1916,143,817
1917,143,847
1918,143,850
1919,143,859
1920,143,911
1921,143,925
1922,143,938
1923,143,943
1924,143,955
1925,143,1001
1926,143,1086
1927,143,1088
1928,143,1094
1929,143,1114
1930,143,1144
1931,143,1154
1932,143,1167
1933,143,1213
1934,143,1246
1935,143,1249
1936,143,1253
1937,143,1255
1938,143,1258
1939,143,1281
1940,143,1283
1941,143,1440
1942,143,1503
1943,143,1589
1944,143,1625
1945,143,1771
1946,143,1866
1947,143,1869
1948,143,1907
1949,143,1924
1950,143,1981
1951,143,2006
1952,143,2009
1953,143,2048
1954,143,2077
1955,144,79
1956,144,129
1957,144,143
1958,144,146
1959,144,214
1960,144,231
1961,144,236
1962,144,260
1963,144,310
1964,144,322
1965,144,354
1966,144,378
1967,144,405
1968,144,486
1969,144,499
1970,144,553
1971,144,684
1972,144,690
1973,144,723
1974,144,730
1975,144,757
1976,144,911
1977,144,1113
1978,144,1247
1979,144,1278
1980,144,1300
1981,144,1356
1982,144,1503
1983,144,1771
1984,144,1979
1985,145,11
1986,145,136
1987,145,150
1988,145,162
1989,145,223
1990,145,232
1991,145,242
1992,145,286
1993,145,311
1994,145,361
1995,145,415
1996,145,419
1997,145,503
1998,145,545
1999,145,593
2000,145,609
2001,145,621
2002,145,682
2003,145,726
