2056	2523	8
678	1375	270
1887	707	102
1073	12127	250
310	55	394
125	1416	352
1919	4742	48
1528	1034	122
637	8775	35
707	302	11
68	300	140
1404	2640	713
394	6469	150
1419	65	763
203	829	142
809	486	101
842	10561	194
1228	220	266
1294	498	24
1800	16738	4
1453	296	304
1926	1075	2551
25	293	81
1748	690	162
614	182	1895
319	5643	346
660	6002	64
1146	65	247
594	157	13
501	283	121
1157	12773	575
1964	72	1876
2072	455	2166
581	8285	4611
410	6611	38
768	1455	12
1987	3462	277
1670	472	122
1557	1222	1196
2062	192	764
157	3472	116
559	163	24
157	917	241
1748	548	149
1322	2151	964
482	1492	54
1710	16195	101
1454	722	294
339	302	1292
348	5951	43
1595	418	107
1079	537	730
1786	16670	93
1769	293	236
1515	2939	1039
910	299	1783
2060	4615	211
250	1631	278
1914	715	688
2069	1375	150
1099	182	39
1556	238	440
1445	67	1205
915	10999	656
998	9178	502
1584	500	36
217	4418	110
1782	949	48
1621	285	83
267	324	528
1414	1854	522
1544	2608	189
997	3693	644
2025	436	909
436	3676	766
1185	12993	238
291	5286	26
1990	1605	20
979	707	1028
1783	59	489
2092	436	326
1256	229	178
534	296	59
1969	6343	462
336	5801	413
634	5267	1362
1033	1042	491
1536	1044	291
2075	202	324
227	299	119
8	302	432
1455	5806	802
338	2343	110
2047	4113	145
1090	12237	18
950	732	836
993	11624	47
1182	1401	346
1537	679	124
284	5211	6
816	3316	5
226	466	894
17	701	115
1734	16384	263
1360	1239	154
1355	14069	144
1895	475	406
976	843	220
1473	779	186
1628	289	11552
1298	13730	54
1906	1045	745
530	7826	21
1545	5421	225
76	2086	4464
212	4328	45
1781	16651	83
1755	12365	162
841	45	221
2046	1109	233
1231	63	555
1181	8150	324
346	859	1007
624	198	278
341	5862	112
2035	717	131
1385	7898	104
977	11503	82
1181	748	362
1005	2923	882
1986	227	362
531	528	220
319	1195	2362
1620	412	286
1422	198	68
1616	257	1631
1164	627	449
1063	12026	94
1266	13564	29
1678	5749	108
824	225	30
1348	4562	61
2038	430	172
1277	3097	2013
721	9545	153
1977	196	386
1280	9633	589
1606	298	2640
439	1641	849
1947	1376	720
680	3763	547
370	328	740
229	306	2
1664	13431	110
470	1464	590
1093	4608	67
714	16	148
72	686	26
1158	2014	164
1478	324	761
439	527	1506
387	287	4438
1785	1376	1084
1323	13857	408
1944	1522	166
1150	730	975
378	234	172
1191	67	128
1779	1362	126
659	207	652
1170	3369	155
277	5118	449
1782	3288	51
709	1249	384
805	10192	309
1538	2006	17
710	230	41
488	229	223
2029	1812	169
1576	7	367
250	3444	988
1477	14779	11
1192	1119	349
1183	2959	592
1801	16367	65
216	72	2182
1295	207	2069
2009	228	192
962	11428	297
2006	2671	468
1555	374	354
492	6540	280
2045	4821	68
617	1935	187
474	1009	456
2055	9	172
1212	202	466
566	1302	59
1216	12620	199
2079	498	188
2011	4402	33
367	3078	146
2092	2131	487
397	4137	71
1180	468	74
1073	227	1753
228	748	8
49	1508	77
1060	5966	399
1125	3244	33
551	3769	33
1216	324	1717
1435	14545	149
95	310	35
666	72	1394
1354	228	132
1822	16885	21
1776	9199	159
914	1914	1134
565	8140	108
1853	769	199
426	64	490
987	89	2518
1267	4848	713
954	1061	402
1617	15584	259
1544	291	131
72	302	28
1204	249	267
161	3542	4657
320	45	774
377	936	5170
200	1397	197
1190	2587	729
1457	302	844
1348	5267	463
619	298	552
1775	16600	142
473	7281	197
686	49	949
793	328	414
1535	3112	542
1441	2134	101
1593	14734	267
834	10505	129
2034	1243	283
2055	18443	382
2076	5079	338
334	1520	8272
1365	679	1925
908	10977	35
433	6797	1413
1451	290	177
1722	641	103
1058	1045	132
1642	15788	229
1229	1014	111
1813	697	189
2057	730	185
1481	1650	2674
640	8793	223
1249	233	219
1578	1936	252
77	2123	457
98	289	2500
463	378	13
1831	14271	460
1509	321	224
1371	14179	169
1969	527	306
577	429	62
939	1116	717
1381	1379	77
1869	535	120
507	7532	478
2009	430	234
1566	2137	220
284	1415	7
1646	4252	425
123	64	324
482	228	131
359	6073	243
1995	501	4428
229	527	3
1386	2324	103
1098	1383	57
801	10157	2
675	67	3641
372	2843	55
1099	3992	46
110	349	1271
991	333	133
129	465	826
1565	1151	508
1423	325	440
509	7612	1
656	707	25
267	403	574
1288	3466	167
935	1793	219
1656	88	521
681	209	936
506	7520	85
845	10588	3
1296	4605	372
1316	333	244
1736	3575	585
1416	3400	658
472	466	782
1288	13695	163
681	9239	348
1377	3737	761
1263	637	1159
241	1239	659
1366	1409	379
1908	959	309
5	230	137
903	190	1619
382	1619	782
1296	2969	118
132	464	158
605	1519	868
1246	12734	228
470	959	369
1099	1052	33
284	2794	17
1052	228	2150
977	190	19
150	3377	39
1914	197	566
2097	3475	430
1501	842	143
2000	8364	2631
694	1067	1413
275	993	46
737	917	316
346	1406	709
454	12508	381
694	9320	343
289	230	509
1492	968	105
580	8277	346
814	10317	169
1829	466	2176
1898	300	1048
55	1621	458
468	1383	1398
701	161	141
686	1098	1394
1869	17281	115
1399	295	455
2001	3637	483
1786	294	53
189	517	1122
274	5088	145
329	291	2086
1232	1072	69
1995	18092	1669
1887	17403	159
596	51	536
1798	238	670
1592	735	131
850	4872	1548
885	300	434
472	1379	1382
1367	757	230
1157	497	643
1107	808	1339
74	2061	204
12	377	59695
516	724	406
69	1627	849
296	5409	2
917	2938	1616
166	212	98
1511	333	1303
267	2392	460
1239	227	1232
90	190	575
1442	830	662
1699	1613	98
1615	1645	36
1508	511	191
838	4316	592
1202	13086	292
196	868	1384
570	907	539
1527	11796	135
949	687	383
1628	302	396
1928	2632	982
931	1549	84
1375	2608	109
1086	3749	515
1503	15072	78
427	1048	393
1604	806	174
915	8713	280
1323	5310	169
1128	344	1407
367	464	152
462	2478	1990
882	289	80
612	886	345
1632	2080	697
624	229	112
96	999	27
848	10613	340
907	10970	155
716	1181	1948
1866	490	163
1872	687	13810
71	2017	77
638	1601	632
32	377	169
91	441	1063
562	734	213
408	1090	119
1952	187	100
1817	1990	1096
1771	360	154
113	377	3371
670	3731	1340
560	181	72
3	121	111
187	3936	676
304	3183	22
349	210	404
788	1415	73
1035	4138	2
1483	959	69
1520	532	402
712	9481	1
570	6621	132
329	701	866
2005	18181	327
849	439	501
1514	153	392
2096	1097	917
548	7926	39
980	11520	146
442	6930	113
1568	333	570
932	478	231
2065	834	463
555	251	111
1622	14378	327
1170	1424	751
1148	72	230
1906	159	509
1246	727	588
667	293	62
1701	412	184
519	2972	750
184	3905	85
344	1167	1
629	982	522
98	735	50
976	193	38
1980	7826	36
571	3193	597
639	529	89
1121	12461	6
709	945	41
1790	16690	228
1505	15095	532
455	36	3224
812	839	495
933	11181	366
1879	1974	639
959	1109	271
605	203	536
1862	16527	135
1565	4064	184
1235	7507	272
590	545	21
1455	3575	1258
573	8184	49
655	8974	7
951	11317	450
1659	903	115
2081	231	526
689	344	354
250	212	338
517	4032	133
1562	89	673
2059	461	338
59	1534	574
1294	71	28
574	6536	666
1625	15686	5
86	2388	240
871	188	2146
668	2080	1142
1877	432	107
203	813	120
691	238	526
2057	1406	303
377	1710	1255
737	735	444
1894	475	635
644	428	50
410	6612	35
1247	498	155
1051	1412	1384
496	1914	328
1321	13845	84
743	9745	1301
92	2502	14
1780	318	600
670	1048	1620
998	701	110
578	1183	135
751	536	89
900	10934	220
1641	15773	229
1120	2220	28
1997	599	315
1753	4814	792
780	3201	46
1788	5752	457
334	507	415
1643	15809	354
462	2424	379
1492	300	103
454	4875	409
1908	679	156
1803	354	191
1193	10897	4443
1001	4559	224
1959	679	1308
1199	3777	410
898	3281	208
605	210	403
1814	860	123
1352	2576	538
851	461	4218
2014	997	230
2027	1043	155
435	780	874
587	724	379
772	1366	19
1614	15566	1176
1975	16742	325
1505	51	451
1084	425	375
104	2663	2912
101	2623	80
45	300	851
1887	11455	161
716	687	1140
1702	562	300
1034	3317	159
1021	225	703
1689	2530	218
441	6918	76
1615	1873	69
1527	1377	99
538	907	105
550	2836	256
935	30	364
262	4965	152
566	32	207
1841	5584	136
39	1263	72
1441	196	148
1537	15227	25
1444	6793	969
290	3920	7
1996	6626	142
1315	13812	1
369	6223	285
1618	15599	126
1308	466	322
254	4845	471
474	7297	428
639	389	78
823	818	913
1769	1246	232
608	8574	12
1973	701	1798
1020	707	318
336	5797	565
1134	510	5
45	291	143
656	4180	13
1026	378	269
225	2961	1321
946	377	1178
420	6698	2255
1432	5072	1
1110	10833	398
824	229	31
1138	9630	471
1434	701	1482
1382	278	383
729	1369	18
897	163	63
80	2205	6
795	296	295
1202	2554	253
439	2916	1339
1030	11856	692
810	2312	243
2080	17331	430
1157	2940	771
460	1859	129
1584	1180	34
709	9466	43
1777	13182	15087
708	9444	3
144	3315	34
1366	7643	111
133	291	84
1078	2787	108
1978	843	49
1590	292	539
81	2256	126
234	3227	4218
1509	6480	214
1727	3258	397
1149	1914	12
185	3371	21
43	1399	255
300	4793	941
538	310	90
691	499	812
730	310	123
1255	985	448
464	1101	238
1955	898	32
1532	294	826
370	195	976
739	261	279
1959	302	206
1122	12482	11
2061	325	738
672	1246	172
1221	13238	48
182	3864	451
321	841	66
1555	680	422
1416	5439	412
1028	3124	83
376	6269	116
2032	56	1549
1998	3332	126
349	5960	5868
586	8327	130
89	1246	236
1321	228	730
1783	190	240
1926	886	500
455	27	2690
226	4512	126
18	174	332
1811	646	3377
1316	1242	115
2000	6621	2028
1986	6282	257
1394	295	566
1347	1772	4
499	7464	4
882	3708	98
980	11527	96
875	292	1142
743	9734	6192
126	1400	104
1971	10449	3217
400	1034	125
1222	13265	1007
1690	690	387
479	3313	22
1242	951	128
1485	1663	184
922	183	38
1804	708	201
1635	1873	204
631	726	230
1323	4917	270
1452	5978	42
2023	89	167
2052	68	1747
29	1038	77
1496	715	173
291	5269	82
605	533	698
416	6652	177
2081	1424	2181
661	9058	147
1912	2179	464
1279	229	89
1079	3186	798
559	706	21
1734	507	263
1106	531	786
473	7277	246
1922	757	60
1454	230	558
873	294	562
242	701	948
1478	498	370
1381	425	128
1470	211	1346
1682	7832	981
1654	15870	108
1171	2395	78
496	65	237
178	820	450
1684	289	413
1538	412	24
877	5818	374
1639	4130	535
1979	58	68
1223	7685	866
81	2248	145
852	55	517
1974	163	236
286	344	911
647	418	1225
1191	56	95
1692	689	308
2009	9285	212
490	298	320
966	65	182
1824	424	109
101	500	1235
1046	689	63
1407	7725	145
256	204	3490
536	289	1310
1922	1244	38
1233	7821	355
830	802	127
2024	3259	4
510	377	30
1740	6581	650
1908	99	166
216	1398	103
1147	12658	97
836	257	2043
1231	234	315
1976	17978	559
781	679	218
1060	1116	761
1489	7290	252
386	6371	122
147	3329	1048
620	2094	304
1835	229	38
2051	18424	72
1782	1339	39
1277	4115	1800
964	498	545
1795	289	594
541	2898	2922
779	67	1487
232	318	467
1507	15106	43
885	299	589
204	4200	268
1802	6769	390
2042	3859	280
166	88	74
42	89	122
1470	433	770
771	617	12
12	407	1600
993	4262	78
836	3237	73
40	1307	337
1037	8821	5
1063	3902	480
1853	1400	231
1123	2415	370
1196	198	2392
1889	1639	374
228	4522	17
484	407	270
465	1151	217
367	6192	1068
72	2025	1
1706	2804	697
561	8096	877
1981	3171	430
1107	10784	421
702	332	792
1859	17160	2
1002	257	63
2041	1092	252
99	418	100
823	1650	959
939	9811	449
862	349	335
2080	5833	704
1303	1779	171
1193	1975	755
852	300	790
874	170	276
311	4618	380
1565	199	264
1113	468	145
1981	10548	139
409	544	188
1216	2723	247
993	11605	187
662	3756	514
1213	13191	41
200	4125	310
233	4580	9
1950	615	852
1382	229	306
1150	5267	3471
621	288	4464
1420	420	111
1506	225	1559
1544	5759	144
1371	14183	144
900	10548	709
541	186	3251
1452	2435	95
170	815	509
1875	11236	645
2037	1601	317
754	1110	252
609	1048	1219
1128	403	114
1126	2343	153
995	295	4
86	500	614
1733	230	575
226	907	174
926	11108	180
78	2148	304
128	3110	943
1456	453	911
148	3363	166
725	9555	124
474	72	28153
1349	533	73
349	2586	387
432	1673	468
851	316	1279
976	498	93
1733	957	214
1034	1918	174
1535	209	1018
208	4289	30
282	910	445
96	68	37
1330	13917	695
642	8805	519
135	3187	746
616	1522	100
1599	2200	835
1980	8649	45
1563	2440	21
1388	498	444
1707	868	101
1351	544	49
84	2343	675
10	443	229
546	2772	970
375	696	149
436	6854	737
1140	1414	190
1789	16688	776
1662	3317	210
151	328	196
907	591	118
1212	13180	312
1670	10069	87
1554	1225	166
574	4828	422
1792	1372	862
1084	3252	937
523	443	2
279	1188	215
1957	245	362
150	986	50
860	2771	342
666	6582	433
465	533	1781
177	959	444
690	301	458
779	9982	113
477	320	68
1171	12924	81
1712	6730	2102
646	1047	307
343	1426	270
235	441	130
430	167	870
533	7844	137
1109	288	1800
1072	300	1459
540	3286	1594
837	616	393
1658	2462	309
1350	1350	249
890	735	28
1156	12761	2120
1740	2667	1691
1654	1947	164
818	7260	368
1163	877	4
1890	483	150
1785	1089	841
628	1239	342
1566	412	329
257	4872	170
1788	349	185
593	3401	134
884	332	186
275	65	42
1977	604	349
784	154	1895
1516	3934	34
1959	295	272
835	1379	27
286	289	622
328	447	215
1171	12561	124
739	3070	180
1462	295	679
500	7487	15
1001	2150	443
2061	349	37
1011	816	957
1135	524	230
1522	1155	72
1036	11911	235
1801	603	62
967	3097	93
1595	706	487
318	2179	242
1670	488	153
1508	2184	230
1854	17108	117
32	234	289
693	1481	255
776	1195	74
1186	86	683
405	466	489
420	4880	12434
583	498	1091
758	159	214
756	1239	44
2011	3881	31
749	528	1456
1478	2020	867
1374	2346	882
958	5649	56
263	997	316
914	3464	509
443	6955	336
277	4312	390
2064	190	28
675	2102	1108
1534	3030	283
2087	344	216
1037	868	3
1090	12269	2
948	11284	169
351	3404	88
28	1005	10
37	1211	288
716	65	1169
1853	10831	197
1830	500	731
2028	756	399
1309	599	613
1071	318	178
1899	173	3066
1502	15061	41
625	632	301
1823	16889	487
85	2359	217
485	205	32
739	9700	1320
465	65	477
1374	1116	1610
31	159	48
1177	12954	256
1198	2092	457
1699	291	79
17	700	116
2076	6535	321
2006	2146	386
1936	6472	133
1450	6132	788
283	1407	64
1094	217	219
1302	3171	105
1128	898	183
1575	601	152
403	1091	1350
2015	2418	690
1840	3081	172
450	7052	300
1852	7837	138
1511	542	1241
910	294	1972
173	705	310
1720	6997	260
568	187	154
1327	6073	11
315	709	198
359	6068	361
1570	342	150
468	7244	1383
305	802	434
210	289	352
1855	428	79
2094	300	1528
1102	167	268
827	10450	25
1542	65	184
1371	3428	265
22	804	3804
2068	972	2239
2018	528	333
254	4839	517
21	461	436
845	10586	56
823	10403	862
1109	405	103
573	8186	44
275	72	179
1192	533	986
822	2893	922
1456	471	825
149	89	2178
460	1112	179
1804	1239	222
1881	310	325
2048	18402	16
2058	715	174
154	3426	19
1933	15639	59
1492	1009	27
1489	296	322
2019	7252	628
290	5256	8
1387	5071	155
1590	2094	739
1892	2783	90
1366	346	215
69	1946	520
846	88	1047
388	518	2345
1360	1633	154
710	436	380
825	10428	40
1853	226	920
649	8882	32
576	1849	137
150	321	55
1489	786	243
623	854	500
255	2148	365
1759	3719	564
1818	190	12
1305	2091	154
684	327	370
1889	6362	219
1564	55	308
1890	9789	262
762	72	3039
842	2909	188
744	4309	64
1153	6728	1358
770	3316	195
739	9713	113
1674	1512	364
409	89	7682
122	1130	16
767	1091	282
1280	463	316
59	475	458
1224	8126	57
1748	16427	163
1836	576	179
1411	730	70
646	4811	330
1235	978	779
73	2041	201
1855	1398	156
130	285	197
2076	708	113
2066	18524	115
1596	1249	438
1051	424	455
44	854	772
1560	306	1003
1337	709	376
799	10119	69
1644	3119	6
649	1206	50
278	378	48
608	7937	21
1826	453	368
1885	5805	77
1433	2514	554
831	77	1481
941	680	95
829	425	500
622	715	235
1580	157	1767
2065	2091	532
1484	7260	429
706	3405	35
1650	227	1535
1907	17508	325
595	1412	1181
1532	1098	427
2090	2381	382
1312	500	168
1075	1424	1014
1386	1167	269
969	1464	164
1969	249	407
55	1620	461
427	527	690
829	1383	275
1287	13685	45
1057	646	76
84	1104	117
882	8392	89
583	6453	387
447	7033	175
1558	77	15
890	2624	26
22	840	609
2092	3057	271
1657	15891	172
1614	15578	569
280	757	201
1211	3280	117
216	1155	141
1065	6930	5
1803	344	155
283	3868	95
144	289	1508
818	707	564
1620	8781	778
1056	321	324
1923	6626	909
1064	1372	12
1294	679	942
886	3750	31
1951	440	649
1161	12812	316
355	228	294
602	8468	217
829	3186	270
930	1467	1732
2067	5799	253
388	930	13860
851	324	2586
589	475	36
344	5907	6
1017	543	298
2019	499	1017
1026	2033	276
1976	6397	504
731	187	51
2016	4316	45
975	9183	1053
816	89	799
875	344	357
1438	1776	521
693	9305	377
1471	355	65
1883	17376	742
1149	159	45
1052	454	500
1825	498	83
400	302	80
1847	17046	5
41	1343	860
576	8202	96
209	300	77
1037	11927	3
1261	154	3405
980	11538	65
679	2094	379
680	97	1557
1660	2491	195
1061	184	197
1340	605	1318
1917	5988	19
704	331	58
348	298	32
668	1045	854
830	6120	462
1969	217	967
1752	8390	4463
1881	511	454
1743	4936	827
801	10154	3
1437	289	53
726	9572	8
1556	963	923
1333	1375	336
1329	1375	198
1475	302	67
722	544	171
1025	2055	346
458	378	75
1680	7261	400
414	538	573
332	5765	2809
427	331	1185
6	246	31
1629	8853	1023
80	2197	13
489	4251	59
182	3869	377
1643	1001	667
26	926	812
1588	3585	25
24	257	1203
327	5725	299
1138	1143	514
66	1893	377
1234	292	219
1194	12288	494
1442	827	497
1968	4342	164
1823	377	260
1264	982	460
1586	234	28
940	212	385
873	466	1215
1026	23	477
1322	3810	248
1762	4184	109
324	1358	642
361	310	399
2011	891	216
1414	371	141
663	374	180
1030	809	1277
1964	229	1219
45	646	4510
566	159	435
574	481	69
198	830	743
634	1246	108
398	4731	131
1502	9860	26
1671	15990	195
2001	841	396
2068	89	1217
1435	4701	157
78	2165	107
2018	681	637
2005	18172	395
1880	475	103
24	425	851
1665	488	2
889	163	129
1585	5072	1303
1846	735	209
1724	16346	25
2009	437	162
2061	293	11
1383	237	940
618	8635	64
466	298	210
1671	15984	415
877	918	334
1057	360	78
1232	2531	276
1380	1185	292
1770	5679	619
206	226	47
10	442	235
1687	344	232
1015	11803	143
1452	1043	16
816	291	4
1682	8710	806
382	6052	1156
1839	227	324
1800	4025	11
72	889	10
177	220	615
2042	503	429
1026	1104	240
152	333	354
638	701	6708
660	669	69
1383	1633	388
1374	518	1035
141	173	57
257	41	150
2096	203	1572
1233	1464	1737
292	1425	568
525	2843	385
683	1079	881
1301	265	331
1688	204	135
1312	499	68
1160	3200	294
870	8713	50
1879	250	226
370	1854	905
1969	17928	288
510	7631	1
1632	2548	213
1629	1601	204
931	843	104
1883	8676	949
1744	182	2
294	5345	84
1712	6724	264
1246	3288	175
200	1802	186
1574	475	237
515	446	142
806	1799	564
76	2097	1050
935	11190	96
201	180	104
2090	11754	637
227	2803	2832
1566	89	416
1238	154	390
731	9650	51
1112	12388	1001
806	1121	4516
248	461	269
1209	1414	153
921	3780	508
1397	3473	1
1030	5104	474
1225	53	59
302	288	718
1221	9794	60
1540	540	321
1619	15	338
1056	2523	227
2040	291	97
469	188	167
1074	51	1971
74	2070	155
628	8706	78
1027	327	478
514	67	4602
512	7634	1056
127	2346	588
1484	1116	311
1587	171	361
317	2070	11492
2024	199	9
1082	3324	924
848	629	308
1189	328	99
2013	1098	254
1354	430	109
641	1934	1498
1509	4828	504
1340	845	773
2018	291	383
72	466	21
1740	2811	456
470	525	712
1431	1771	309
238	4648	507
1699	16111	1395
2028	2681	98
1850	3501	214
57	234	50
1358	1264	821
126	403	704
730	55	148
434	234	5
1779	3788	119
1100	12321	261
935	4318	222
814	704	615
385	316	1850
1859	4538	1
415	333	1258
1469	207	21
145	1934	1025
66	1014	478
837	418	624
1410	685	84
965	461	346
1199	8812	334
1040	1180	665
1790	270	219
41	1374	277
1346	2619	96
1057	320	67
720	9531	68
2016	16324	31
2077	4074	193
799	10117	76
281	157	48
829	426	198
671	2986	77
1593	2548	766
1742	2083	328
2013	14459	192
1768	229	299
795	1574	148
1935	816	825
1323	13855	766
1042	689	704
722	172	766
1825	1650	133
927	1179	628
231	543	317
171	3030	141
357	1106	1911
369	6229	185
61	1756	696
1564	300	874
1820	292	1425
2065	393	458
1769	532	174
1240	554	207
1730	3092	610
893	10883	202
26	511	1813
1902	289	336
1537	498	27
1694	6887	1552
1961	686	2125
960	249	33
441	2823	331
1827	16902	813
499	2343	4
451	190	688
143	3312	934
1928	8983	130
1822	4184	20
1589	182	105
776	1206	552
1363	14122	536
1226	288	168
672	4550	85
228	4531	11
1734	467	1479
1027	4696	463
102	2630	546
1655	6765	703
1054	8027	2361
1687	464	519
1103	7759	53
1686	209	659
2020	1098	184
201	4151	68
1923	1135	649
210	2506	99
948	3693	93
1404	609	590
712	1609	1
1406	2633	400
2015	1267	527
769	227	5265
952	1771	133
467	7221	183
1860	956	324
1062	3164	35
1249	764	219
1422	2150	459
2048	18409	11
1150	12687	702
587	806	2646
467	7218	189
1441	199	2658
1485	97	318
583	1181	1159
1520	1098	909
146	3325	395
1345	1227	56
965	289	8806
1332	349	1094
1494	207	21
1659	15911	164
1200	163	199
1861	851	708
1447	461	360
1449	4780	259
1099	712	67
1368	907	177
1403	1182	502
1518	1167	364
1591	89	550
1234	301	226
688	412	127
582	2210	1745
1980	17995	65
1824	3258	688
736	227	5608
1926	858	469
1477	14752	32
299	5446	123
735	9676	42
1299	542	364
1679	1091	121
1477	14783	10
262	1118	665
650	5490	608
1911	3205	375
1947	808	98
15	624	294
792	951	120
2090	18635	458
231	2025	271
1214	932	606
545	331	341
401	537	52
733	1038	159
474	7301	303
1046	292	751
706	1274	19
1012	234	79
419	63	7
1941	3373	368
1173	53	1699
561	1622	1550
209	67	48
1692	16066	304
824	428	29
1270	1803	133
1075	1001	979
994	418	3323
549	176	86
236	230	503
269	4541	38
1040	816	238
723	295	463
304	153	88
194	416	2098
1691	424	198
1336	203	172
242	299	115
1489	349	188
144	2220	208
2030	278	212
119	813	224
1039	5972	107
1124	1034	2746
1441	1398	105
251	4809	54
549	6165	453
1258	13530	49
1899	2277	130
1204	13094	227
1075	618	2047
1619	188	2152
509	545	4
801	10135	21
1246	13443	166
1116	8071	15
1796	1375	224
406	6571	386
984	191	708
1084	2708	357
