,userID,artistID,weight
26701,580,805,844
49491,1100,81,179
79863,1805,234,229
88847,2010,228,1029
58325,1305,299,1643
63875,1439,3193,429
5625,119,821,178
30209,661,9063,129
54392,1212,2346,265
33810,735,1369,109
66167,1490,2384,815
27420,596,2470,310
72959,1647,486,258
46261,1026,1079,403
59515,1336,7038,122
92213,2086,3475,89
46500,1032,583,121
27880,608,8567,14
23863,516,3244,715
81624,1844,67,1623
8700,185,3912,67
87315,1977,1708,480
84430,1908,1243,469
40186,884,913,565
54382,1212,533,333
1742,38,562,26
86953,1969,1959,371
66819,1503,1044,402
2303,49,1498,96
70001,1578,466,114
14374,312,1918,478
52931,1179,1681,105
2182,47,333,1001
60609,1363,3197,1233
28001,612,289,218
44596,989,418,1149
89984,2035,212,120
37047,812,1104,540
451,11,89,3384
67285,1514,4311,174
58366,1308,55,1294
1134,25,531,186
65826,1481,5440,1389
16665,359,1886,3119
1490,32,1099,221
34580,753,9819,320
30294,663,5335,248
11090,238,4660,379
48831,1084,3767,445
51815,1153,709,1447
36226,792,536,942
39026,853,1463,465
41360,912,735,1412
92789,2100,837,762
59654,1340,5600,450
1979,43,229,231
79287,1793,4316,2419
78576,1779,4970,78
61123,1375,707,122
7357,154,2983,18
23523,509,6257,2
36674,804,161,360
82501,1862,17203,93
12661,275,30,33
84072,1900,2938,223
44950,997,1948,357
68214,1536,1347,128
69626,1568,15356,168
35947,786,5018,1577
85632,1936,15260,329
90599,2047,748,503
53240,1185,12990,494
86936,1969,248,394
71777,1620,15615,275
22377,485,755,29
39917,876,1888,100
33866,736,9690,826
92009,2080,1836,787
17791,386,6364,185
9569,206,969,129
67287,1514,5503,266
40807,899,537,765
17784,386,6357,256
13446,292,4064,166
33009,718,2675,221
71697,1619,378,598
10970,236,333,487
13939,302,1037,924
24306,527,1379,147
81204,1833,1449,388
67074,1508,903,420
65703,1479,814,142
52293,1163,12818,3
71380,1611,998,499
45296,1005,6226,707
63042,1421,622,39
41962,926,6878,152
81829,1848,433,304
40317,887,1994,1693
18215,396,1397,310
29415,643,8656,251
646,14,595,607
13681,297,1098,846
46307,1027,314,2841
21039,457,1360,200
69000,1555,323,704
62595,1408,2179,6
48024,1067,4791,947
50968,1134,1772,6
24682,536,220,33
58995,1323,5922,225
71622,1617,15582,350
6909,145,3081,1043
61905,1390,1764,231
78532,1778,533,2984
88537,2004,172,282
55862,1245,403,1111
53939,1199,13066,669
27527,601,8444,425
5945,125,2014,65
47770,1061,8123,475
65102,1466,294,184
73572,1660,3417,163
59301,1331,11511,527
30044,658,1379,138
44687,991,152,1747
68594,1544,1104,140
72531,1637,5414,893
41117,907,734,505
76800,1734,461,687
77402,1751,751,94
25547,555,530,123
23160,501,525,84
56360,1259,185,260
2111,45,1447,112
47637,1057,3125,227
13901,301,1803,114
40092,881,10798,1424
74582,1684,16044,5
9510,205,759,1063
57070,1277,1873,1182
80506,1819,6385,27
34785,759,89,747
42069,928,1965,53
26703,580,1122,672
34828,759,1767,182
25592,556,691,11
58437,1309,1118,1088
3149,66,1888,544
48791,1084,64,1309
41252,910,58,2798
89492,2024,221,6
17099,368,418,352
90951,2056,2523,8
31055,678,1375,270
83446,1887,707,102
48339,1073,12127,250
14261,310,55,394
5944,125,1416,352
84879,1919,4742,48
67876,1528,1034,122
29123,637,8775,35
32436,707,302,11
3178,68,300,140
62419,1404,2640,713
18131,394,6469,150
62932,1419,65,763
9410,203,829,142
36945,809,486,101
38511,842,10561,194
55063,1228,220,266
57832,1294,498,24
79649,1800,16738,4
64499,1453,296,304
85207,1926,1075,2551
1109,25,293,81
77315,1748,690,162
28075,614,182,1895
14755,319,5643,346
30141,660,6002,64
51445,1146,65,247
27290,594,157,13
23138,501,283,121
52040,1157,12773,575
86735,1964,72,1876
91699,2072,455,2166
26783,581,8285,4611
18911,410,6611,38
35206,768,1455,12
87765,1987,3462,277
73976,1670,472,122
69088,1557,1222,1196
91236,2062,192,764
7504,157,3472,116
25692,559,163,24
7476,157,917,241
77311,1748,548,149
58937,1322,2151,964
22304,482,1492,54
75820,1710,16195,101
64568,1454,722,294
15677,339,302,1292
16137,348,5951,43
70839,1595,418,107
48548,1079,537,730
78953,1786,16670,93
78106,1769,293,236
67312,1515,2939,1039
41267,910,299,1783
91162,2060,4615,211
11517,250,1631,278
84652,1914,715,688
91565,2069,1375,150
49450,1099,182,39
69037,1556,238,440
64142,1445,67,1205
41543,915,10999,656
45005,998,9178,502
70293,1584,500,36
10142,217,4418,110
78723,1782,949,48
71790,1621,285,83
12360,267,324,528
62813,1414,1854,522
68604,1544,2608,189
44963,997,3693,644
89541,2025,436,909
20108,436,3676,766
53243,1185,12993,238
13402,291,5286,26
87888,1990,1605,20
44197,979,707,1028
78759,1783,59,489
92450,2092,436,326
56263,1256,229,178
24590,534,296,59
86965,1969,6343,462
15553,336,5801,413
28963,634,5267,1362
46571,1033,1042,491
68207,1536,1044,291
91747,2075,202,324
10508,227,299,119
314,8,302,432
64638,1455,5806,802
15637,338,2343,110
90621,2047,4113,145
49104,1090,12237,18
42944,950,732,836
44781,993,11624,47
53071,1182,1401,346
68258,1537,679,124
13104,284,5211,6
37266,816,3316,5
10468,226,466,894
796,17,701,115
76831,1734,16384,263
60489,1360,1239,154
60317,1355,14069,144
83821,1895,475,406
44052,976,843,220
65406,1473,779,186
72136,1628,289,11552
58014,1298,13730,54
84324,1906,1045,745
24421,530,7826,21
68660,1545,5421,225
3579,76,2086,4464
9881,212,4328,45
78698,1781,16651,83
77623,1755,12365,162
38413,841,45,221
90559,2046,1109,233
55209,1231,63,555
53032,1181,8150,324
16025,346,859,1007
28532,624,198,278
15784,341,5862,112
89986,2035,717,131
61661,1385,7898,104
44128,977,11503,82
52998,1181,748,362
45290,1005,2923,882
87686,1986,227,362
24456,531,528,220
14720,319,1195,2362
71741,1620,412,286
63087,1422,198,68
71539,1616,257,1631
52304,1164,627,449
47877,1063,12026,94
56631,1266,13564,29
74331,1678,5749,108
37627,824,225,30
59951,1348,4562,61
90152,2038,430,172
57074,1277,3097,2013
33173,721,9545,153
87290,1977,196,386
57226,1280,9633,589
71246,1606,298,2640
20227,439,1641,849
86021,1947,1376,720
31166,680,3763,547
17210,370,328,740
10610,229,306,2
73779,1664,13431,110
21713,470,1464,590
49276,1093,4608,67
32774,714,16,148
3400,72,686,26
52070,1158,2014,164
65653,1478,324,761
20223,439,527,1506
17810,387,287,4438
78895,1785,1376,1084
59006,1323,13857,408
85907,1944,1522,166
51653,1150,730,975
17511,378,234,172
53496,1191,67,128
78566,1779,1362,126
30078,659,207,652
52535,1170,3369,155
12760,277,5118,449
78739,1782,3288,51
32548,709,1249,384
36756,805,10192,309
68328,1538,2006,17
32593,710,230,41
22508,488,229,223
89712,2029,1812,169
69878,1576,7,367
11527,250,3444,988
65633,1477,14779,11
53575,1192,1119,349
53129,1183,2959,592
79682,1801,16367,65
10048,216,72,2182
57873,1295,207,2069
88793,2009,228,192
43520,962,11428,297
88651,2006,2671,468
69005,1555,374,354
22730,492,6540,280
90510,2045,4821,68
28207,617,1935,187
21881,474,1009,456
90883,2055,9,172
54369,1212,202,466
26020,566,1302,59
54607,1216,12620,199
91949,2079,498,188
88920,2011,4402,33
17079,367,3078,146
92466,2092,2131,487
18288,397,4137,71
52960,1180,468,74
48294,1073,227,1753
10555,228,748,8
2313,49,1508,77
47725,1060,5966,399
50624,1125,3244,33
25416,551,3769,33
54565,1216,324,1717
63737,1435,14545,149
4479,95,310,35
30427,666,72,1394
60226,1354,228,132
80669,1822,16885,21
78456,1776,9199,159
41482,914,1914,1134
25981,565,8140,108
82029,1853,769,199
19620,426,64,490
44536,987,89,2518
56678,1267,4848,713
43151,954,1061,402
71624,1617,15584,259
68573,1544,291,131
3385,72,302,28
54048,1204,249,267
7639,161,3542,4657
14762,320,45,774
17466,377,936,5170
9276,200,1397,197
53472,1190,2587,729
64702,1457,302,844
59953,1348,5267,463
28284,619,298,552
78402,1775,16600,142
21856,473,7281,197
31427,686,49,949
36282,793,328,414
68173,1535,3112,542
63977,1441,2134,101
70774,1593,14734,267
38110,834,10505,129
89963,2034,1243,283
90924,2055,18443,382
91823,2076,5079,338
15442,334,1520,8272
60702,1365,679,1925
41195,908,10977,35
19942,433,6797,1413
64399,1451,290,177
76260,1722,641,103
47674,1058,1045,132
72772,1642,15788,229
55130,1229,1014,111
80205,1813,697,189
91000,2057,730,185
65814,1481,1650,2674
29272,640,8793,223
56069,1249,233,219
70019,1578,1936,252
3644,77,2123,457
4626,98,289,2500
21324,463,378,13
81121,1831,14271,460
67106,1509,321,224
60963,1371,14179,169
86941,1969,527,306
26556,577,429,62
42576,939,1116,717
61439,1381,1379,77
82805,1869,535,120
23409,507,7532,478
88799,2009,430,234
69522,1566,2137,220
13079,284,1415,7
72934,1646,4252,425
5816,123,64,324
22277,482,228,131
16693,359,6073,243
88147,1995,501,4428
10620,229,527,3
61681,1386,2324,103
49415,1098,1383,57
36619,801,10157,2
30876,675,67,3641
17327,372,2843,55
49483,1099,3992,46
5229,110,349,1271
44702,991,333,133
6142,129,465,826
69460,1565,1151,508
63150,1423,325,440
23532,509,7612,1
29934,656,707,25
12366,267,403,574
57555,1288,3466,167
42423,935,1793,219
73339,1656,88,521
31184,681,209,936
23380,506,7520,85
38640,845,10588,3
57956,1296,4605,372
58729,1316,333,244
76866,1736,3575,585
62873,1416,3400,658
21791,472,466,782
57574,1288,13695,163
31215,681,9239,348
61247,1377,3737,761
56501,1263,637,1159
11169,241,1239,659
60748,1366,1409,379
84429,1908,959,309
191,5,230,137
40901,903,190,1619
17608,382,1619,782
57955,1296,2969,118
6289,132,464,158
27722,605,1519,868
55948,1246,12734,228
21711,470,959,369
49472,1099,1052,33
13087,284,2794,17
47345,1052,228,2150
44088,977,190,19
7164,150,3377,39
84644,1914,197,566
92725,2097,3475,430
66696,1501,842,143
88415,2000,8364,2631
31839,694,1067,1413
12683,275,993,46
33906,737,917,316
16033,346,1406,709
20904,454,12508,381
31862,694,9320,343
13272,289,230,509
66260,1492,968,105
26736,580,8277,346
37170,814,10317,169
81000,1829,466,2176
83953,1898,300,1048
2593,55,1621,458
21582,468,1383,1398
32176,701,161,141
31456,686,1098,1394
82838,1869,17281,115
62188,1399,295,455
88475,2001,3637,483
78914,1786,294,53
8838,189,517,1122
12652,274,5088,145
15176,329,291,2086
55275,1232,1072,69
88177,1995,18092,1669
83481,1887,17403,159
27391,596,51,536
79525,1798,238,670
70700,1592,735,131
38863,850,4872,1548
40214,885,300,434
21804,472,1379,1382
60773,1367,757,230
52003,1157,497,643
49809,1107,808,1339
3495,74,2061,204
508,12,377,59695
23845,516,724,406
3231,69,1627,849
13660,296,5409,2
41634,917,2938,1616
7824,166,212,98
67156,1511,333,1303
12391,267,2392,460
55623,1239,227,1232
4265,90,190,575
64010,1442,830,662
75259,1699,1613,98
71511,1615,1645,36
67064,1508,511,191
38299,838,4316,592
54044,1202,13086,292
9178,196,868,1384
26204,570,907,539
67831,1527,11796,135
42885,949,687,383
72141,1628,302,396
85272,1928,2632,982
42229,931,1549,84
61142,1375,2608,109
48917,1086,3749,515
66838,1503,15072,78
19682,427,1048,393
71143,1604,806,174
41540,915,8713,280
58994,1323,5310,169
50709,1128,344,1407
17055,367,464,152
21294,462,2478,1990
40105,882,289,80
28016,612,886,345
72312,1632,2080,697
28535,624,229,112
4537,96,999,27
38787,848,10613,340
41148,907,10970,155
32898,716,1181,1948
82666,1866,490,163
82907,1872,687,13810
3363,71,2017,77
29170,638,1601,632
1466,32,377,169
4315,91,441,1063
25852,562,734,213
18810,408,1090,119
86235,1952,187,100
80395,1817,1990,1096
78218,1771,360,154
5320,113,377,3371
30666,670,3731,1340
25747,560,181,72
70,3,121,111
8808,187,3936,676
14046,304,3183,22
16147,349,210,404
36039,788,1415,73
46663,1035,4138,2
65866,1483,959,69
67558,1520,532,402
32711,712,9481,1
26221,570,6621,132
15194,329,701,866
88627,2005,18181,327
38808,849,439,501
67251,1514,153,392
92662,2096,1097,917
25281,548,7926,39
44258,980,11520,146
20403,442,6930,113
69590,1568,333,570
42261,932,478,231
91366,2065,834,463
25530,555,251,111
71873,1622,14378,327
52522,1170,1424,751
51546,1148,72,230
84296,1906,159,509
55924,1246,727,588
30483,667,293,62
75335,1701,412,184
24011,519,2972,750
8664,184,3905,85
15920,344,1167,1
28749,629,982,522
4648,98,735,50
44039,976,193,38
87470,1980,7826,36
26282,571,3193,597
29183,639,529,89
50429,1121,12461,6
32544,709,945,41
79155,1790,16690,228
66936,1505,15095,532
20921,455,36,3224
37036,812,839,495
42349,933,11181,366
83171,1879,1974,639
43363,959,1109,271
27694,605,203,536
82489,1862,16527,135
69470,1565,4064,184
55444,1235,7507,272
27165,590,545,21
64633,1455,3575,1258
26383,573,8184,49
29911,655,8974,7
43029,951,11317,450
73512,1659,903,115
92038,2081,231,526
31594,689,344,354
11502,250,212,338
23902,517,4032,133
69279,1562,89,673
91107,2059,461,338
2796,59,1534,574
57815,1294,71,28
26432,574,6536,666
72032,1625,15686,5
4112,86,2388,240
39706,871,188,2146
30561,668,2080,1142
83097,1877,432,107
9406,203,813,120
31684,691,238,526
91011,2057,1406,303
17484,377,1710,1255
33903,737,735,444
83771,1894,475,635
29434,644,428,50
18912,410,6612,35
55989,1247,498,155
47325,1051,1412,1384
22920,496,1914,328
58915,1321,13845,84
34170,743,9745,1301
4397,92,2502,14
78623,1780,318,600
30644,670,1048,1620
44991,998,701,110
26619,578,1183,135
34451,751,536,89
40892,900,10934,220
72732,1641,15773,229
50389,1120,2220,28
88248,1997,599,315
77545,1753,4814,792
35696,780,3201,46
79057,1788,5752,457
15425,334,507,415
72833,1643,15809,354
21293,462,2424,379
66247,1492,300,103
20897,454,4875,409
84421,1908,679,156
79755,1803,354,191
53629,1193,10897,4443
45117,1001,4559,224
86559,1959,679,1308
53927,1199,3777,410
40794,898,3281,208
27697,605,210,403
80242,1814,860,123
60142,1352,2576,538
38918,851,461,4218
89007,2014,997,230
89607,2027,1043,155
20026,435,780,874
27057,587,724,379
35371,772,1366,19
71470,1614,15566,1176
87214,1975,16742,325
66891,1505,51,451
48806,1084,425,375
4960,104,2663,2912
4813,101,2623,80
2072,45,300,851
83473,1887,11455,161
32887,716,687,1140
75385,1702,562,300
46635,1034,3317,159
46000,1021,225,703
74809,1689,2530,218
20363,441,6918,76
71515,1615,1873,69
67807,1527,1377,99
24808,538,907,105
25370,550,2836,256
42404,935,30,364
12138,262,4965,152
25991,566,32,207
81548,1841,5584,136
1785,39,1263,72
63944,1441,196,148
68288,1537,15227,25
64128,1444,6793,969
13347,290,3920,7
88206,1996,6626,142
58698,1315,13812,1
17188,369,6223,285
71672,1618,15599,126
58400,1308,466,322
11740,254,4845,471
21897,474,7297,428
29181,639,389,78
37574,823,818,913
78135,1769,1246,232
27887,608,8574,12
87118,1973,701,1798
45972,1020,707,318
15549,336,5797,565
50961,1134,510,5
2068,45,291,143
29960,656,4180,13
46247,1026,378,269
10425,225,2961,1321
42787,946,377,1178
19393,420,6698,2255
63586,1432,5072,1
49985,1110,10833,398
37630,824,229,31
51185,1138,9630,471
63667,1434,701,1482
61474,1382,278,383
33497,729,1369,18
40703,897,163,63
3802,80,2205,6
36376,795,296,295
54034,1202,2554,253
20237,439,2916,1339
46480,1030,11856,692
36982,810,2312,243
92024,2080,17331,430
52027,1157,2940,771
21199,460,1859,129
70304,1584,1180,34
32585,709,9466,43
78476,1777,13182,15087
32521,708,9444,3
6861,144,3315,34
60762,1366,7643,111
6322,133,291,84
48512,1078,2787,108
87343,1978,843,49
70588,1590,292,539
3857,81,2256,126
10875,234,3227,4218
67140,1509,6480,214
76512,1727,3258,397
51625,1149,1914,12
8691,185,3371,21
2002,43,1399,255
13851,300,4793,941
24789,538,310,90
31702,691,499,812
33542,730,310,123
56241,1255,985,448
21386,464,1101,238
86351,1955,898,32
67999,1532,294,826
17206,370,195,976
33974,739,261,279
86542,1959,302,206
50494,1122,12482,11
91197,2061,325,738
30747,672,1246,172
54782,1221,13238,48
8545,182,3864,451
14818,321,841,66
69009,1555,680,422
62877,1416,5439,412
46374,1028,3124,83
17432,376,6269,116
89835,2032,56,1549
88321,1998,3332,126
16183,349,5960,5868
27020,586,8327,130
4250,89,1246,236
58871,1321,228,730
78764,1783,190,240
85204,1926,886,500
20919,455,27,2690
10494,226,4512,126
806,18,174,332
80145,1811,646,3377
58748,1316,1242,115
88412,2000,6621,2028
87728,1986,6282,257
61984,1394,295,566
59877,1347,1772,4
23082,499,7464,4
40142,882,3708,98
44265,980,11527,96
39857,875,292,1142
34159,743,9734,6192
6003,126,1400,104
87007,1971,10449,3217
18436,400,1034,125
54857,1222,13265,1007
74867,1690,690,387
22166,479,3313,22
55725,1242,951,128
65970,1485,1663,184
41812,922,183,38
79826,1804,708,201
72419,1635,1873,204
28800,631,726,230
58993,1323,4917,270
64485,1452,5978,42
89434,2023,89,167
90733,2052,68,1747
1341,29,1038,77
66461,1496,715,173
13385,291,5269,82
27708,605,533,698
19193,416,6652,177
92058,2081,1424,2181
30204,661,9058,147
84598,1912,2179,464
57144,1279,229,89
48567,1079,3186,798
25701,559,706,21
76810,1734,507,263
49771,1106,531,786
21852,473,7277,246
85013,1922,757,60
64561,1454,230,558
39764,873,294,562
11228,242,701,948
65663,1478,498,370
61428,1381,425,128
65249,1470,211,1346
74483,1682,7832,981
73283,1654,15870,108
52570,1171,2395,78
22890,496,65,237
8320,178,820,450
74543,1684,289,413
68306,1538,412,24
39984,877,5818,374
72629,1639,4130,535
87384,1979,58,68
54901,1223,7685,866
3849,81,2248,145
38941,852,55,517
87137,1974,163,236
13186,286,344,911
29585,647,418,1225
53495,1191,56,95
74958,1692,689,308
88832,2009,9285,212
22612,490,298,320
43686,966,65,182
80732,1824,424,109
4779,101,500,1235
47122,1046,689,63
62578,1407,7725,145
11801,256,204,3490
24685,536,289,1310
85017,1922,1244,38
55348,1233,7821,355
37943,830,802,127
89513,2024,3259,4
23539,510,377,30
76971,1740,6581,650
84397,1908,99,166
10067,216,1398,103
51536,1147,12658,97
38170,836,257,2043
55215,1231,234,315
87274,1976,17978,559
35746,781,679,218
47706,1060,1116,761
66137,1489,7290,252
17798,386,6371,122
7010,147,3329,1048
28361,620,2094,304
81284,1835,229,38
90723,2051,18424,72
78728,1782,1339,39
57078,1277,4115,1800
43608,964,498,545
79373,1795,289,594
24964,541,2898,2922
35611,779,67,1487
10771,232,318,467
67025,1507,15106,43
40213,885,299,589
9472,204,4200,268
79745,1802,6769,390
90372,2042,3859,280
7815,166,88,74
1915,42,89,122
65256,1470,433,770
35326,771,617,12
511,12,407,1600
44750,993,4262,78
38197,836,3237,73
1834,40,1307,337
46776,1037,8821,5
47871,1063,3902,480
82038,1853,1400,231
50507,1123,2415,370
53746,1196,198,2392
83560,1889,1639,374
10571,228,4522,17
22330,484,407,270
21450,465,1151,217
17086,367,6192,1068
3413,72,2025,1
75607,1706,2804,697
25838,561,8096,877
87504,1981,3171,430
49839,1107,10784,421
32211,702,332,792
82340,1859,17160,2
45130,1002,257,63
90305,2041,1092,252
4682,99,418,100
37581,823,1650,959
42595,939,9811,449
39399,862,349,335
92018,2080,5833,704
58254,1303,1779,171
53605,1193,1975,755
38956,852,300,790
39804,874,170,276
14338,311,4618,380
69432,1565,199,264
50107,1113,468,145
87520,1981,10548,139
18842,409,544,188
54596,1216,2723,247
44762,993,11605,187
30256,662,3756,514
54439,1213,13191,41
9288,200,4125,310
10844,233,4580,9
86158,1950,615,852
61469,1382,229,306
51680,1150,5267,3471
28381,621,288,4464
62993,1420,420,111
66952,1506,225,1559
68612,1544,5759,144
60967,1371,14183,144
40882,900,10548,709
24928,541,186,3251
64473,1452,2435,95
7925,170,815,509
83082,1875,11236,645
90125,2037,1601,317
34607,754,1110,252
27922,609,1048,1219
50710,1128,403,114
50673,1126,2343,153
44839,995,295,4
4070,86,500,614
76734,1733,230,575
10484,226,907,174
41990,926,11108,180
3687,78,2148,304
6102,128,3110,943
64653,1456,453,911
7061,148,3363,166
33313,725,9555,124
21872,474,72,28153
59987,1349,533,73
16170,349,2586,387
19893,432,1673,468
38909,851,316,1279
44045,976,498,93
76751,1733,957,214
46628,1034,1918,174
68142,1535,209,1018
9695,208,4289,30
12979,282,910,445
4516,96,68,37
59248,1330,13917,695
29354,642,8805,519
6453,135,3187,746
28152,616,1522,100
70990,1599,2200,835
87471,1980,8649,45
69347,1563,2440,21
61787,1388,498,444
75654,1707,868,101
60090,1351,544,49
4003,84,2343,675
438,10,443,229
25163,546,2772,970
17376,375,696,149
20116,436,6854,737
51260,1140,1414,190
79106,1789,16688,776
73669,1662,3317,210
7171,151,328,196
41110,907,591,118
54408,1212,13180,312
74011,1670,10069,87
68946,1554,1225,166
26426,574,4828,422
79228,1792,1372,862
48829,1084,3252,937
24133,523,443,2
12822,279,1188,215
86435,1957,245,362
7151,150,986,50
39309,860,2771,342
30457,666,6582,433
21443,465,533,1781
8289,177,959,444
31642,690,301,458
35655,779,9982,113
22040,477,320,68
52591,1171,12924,81
75922,1712,6730,2102
29566,646,1047,307
15883,343,1426,270
10901,235,441,130
19778,430,167,870
24562,533,7844,137
49897,1109,288,1800
48252,1072,300,1459
24910,540,3286,1594
38223,837,616,393
73459,1658,2462,309
60047,1350,1350,249
40465,890,735,28
51983,1156,12761,2120
76962,1740,2667,1691
73246,1654,1947,164
37363,818,7260,368
52267,1163,877,4
83595,1890,483,150
78894,1785,1089,841
28707,628,1239,342
69493,1566,412,329
11891,257,4872,170
79022,1788,349,185
27275,593,3401,134
40167,884,332,186
12664,275,65,42
87300,1977,604,349
35812,784,154,1895
67374,1516,3934,34
86540,1959,295,272
38139,835,1379,27
13167,286,289,622
15126,328,447,215
52586,1171,12561,124
33997,739,3070,180
64907,1462,295,679
23121,500,7487,15
45109,1001,2150,443
91199,2061,349,37
45588,1011,816,957
51022,1135,524,230
67664,1522,1155,72
46735,1036,11911,235
79652,1801,603,62
43762,967,3097,93
70845,1595,706,487
14701,318,2179,242
73977,1670,488,153
67084,1508,2184,230
82087,1854,17108,117
1465,32,234,289
31792,693,1481,255
35479,776,1195,74
53247,1186,86,683
18675,405,466,489
19387,420,4880,12434
26852,583,498,1091
34736,758,159,214
34666,756,1239,44
88919,2011,3881,31
34366,749,528,1456
65685,1478,2020,867
61108,1374,2346,882
43320,958,5649,56
12168,263,997,316
41486,914,3464,509
20461,443,6955,336
12751,277,4312,390
91284,2064,190,28
30917,675,2102,1108
68128,1534,3030,283
92258,2087,344,216
46747,1037,868,3
49136,1090,12269,2
42878,948,11284,169
16283,351,3404,88
1273,28,1005,10
1687,37,1211,288
32874,716,65,1169
82057,1853,10831,197
81043,1830,500,731
89640,2028,756,399
58426,1309,599,613
48213,1071,318,178
83998,1899,173,3066
66784,1502,15061,41
28586,625,632,301
80720,1823,16889,487
4045,85,2359,217
22370,485,205,32
34010,739,9700,1320
21419,465,65,477
61100,1374,1116,1610
1407,31,159,48
52841,1177,12954,256
53888,1198,2092,457
75236,1699,291,79
795,17,700,116
91826,2076,6535,321
88646,2006,2146,386
85627,1936,6472,133
64379,1450,6132,788
13021,283,1407,64
49296,1094,217,219
58206,1302,3171,105
50723,1128,898,183
69834,1575,601,152
18578,403,1091,1350
